frequency_hz,gain_db,phase_deg
44668360.0,-11.2585,49.93595328813245
45708820.0,-11.5433,49.346849542334844
46773510.0,-11.8297,48.757894765563975
47863010.0,-12.118,48.169375436717395
48977880.0,-12.4079,47.581555116380876
50118720.0,-12.6995,46.994697365140176
51286140.0,-12.9929,46.40905428442517
52480750.0,-13.2878,45.82487797566568
53703180.0,-13.5844,45.24239762197978
54954090.0,-13.8825,44.66182521775166
56234130.0,-14.1822,44.08337848694349
57543990.0,-14.4833,43.50724650562764
58884370.0,-14.7859,42.93359543156472
60255960.0,-15.0899,42.36259715209324
61659500.0,-15.3953,41.79438344750609
63095730.0,-15.702,41.229080368518225
64565420.0,-16.0099,40.66679104753273
66069340.0,-16.319,40.107589969063
67608300.0,-16.6293,39.551551617622394
69183100.0,-16.9407,38.99870464110066
70794580.0,-17.2531,38.449071957809615
72443600.0,-17.5665,37.90264210859335
74131020.0,-17.8808,37.35939217514006
75857760.0,-18.196,36.81925913209227
77624710.0,-18.512,36.28217995409255
79432820.0,-18.8287,35.74804004958183
81283050.0,-19.1462,35.216724827001116
83176380.0,-19.4642,34.68807958774571
85113800.0,-19.7829,34.16193244447708
87096360.0,-20.102,33.63809432112282
89125090.0,-20.4216,33.11633603456489
91201080.0,-20.7417,32.59641694252933
93325430.0,-21.062,32.07807348443038
95499260.0,-21.3827,31.561024910948415
97723720.0,-21.7037,31.04495609529613
100000000.0,-22.0248,30.52954618110825
102329300.0,-22.3462,30.01443993455178
104712900.0,-22.6676,29.499270662637855
107151900.0,-22.9891,28.98366594279963
109647800.0,-23.3107,28.46721897500256
112201800.0,-23.6323,27.949511500056204
114815400.0,-23.9539,27.430125258770108
117489800.0,-24.2754,26.90860761448613
120226400.0,-24.5968,26.384517389702015
123026900.0,-24.9181,25.857384759025756
125892500.0,-25.2394,25.326745626643294
128825000.0,-25.5605,24.792124437584672
131825700.0,-25.8814,24.253034177724032
134896300.0,-26.2022,23.70899929209142
138038400.0,-26.5228,23.159527036983008
141253800.0,-26.8433,22.604136127850893
144544000.0,-27.1636,22.04233955056922
147910800.0,-27.4838,21.473661750168024
151356100.0,-27.8039,20.897627171677346
154881700.0,-28.1238,20.313771719283135
158489300.0,-28.4436,19.72163129717133
162181000.0,-28.7633,19.120758998261735
165958700.0,-29.0829,18.510719374630046
169824400.0,-29.4025,17.891088437507864
173780100.0,-29.722,17.261459386860654
177827900.0,-30.0416,16.621442611387717
181970100.0,-30.3612,15.970665688522226
186208700.0,-30.6808,15.308767654853243
190546100.0,-31.0006,14.635421924437551
194984500.0,-31.3205,13.95031337048782
199526200.0,-31.6406,13.253149784528537
204173800.0,-31.9609,12.543661876395989
208929600.0,-32.2815,11.821609003816224
213796200.0,-32.6024,11.086773442827088
218776200.0,-32.9236,10.33895465820029
223872100.0,-33.2452,9.57799795133114
229086800.0,-33.5672,8.803754353192907
234422900.0,-33.8897,8.016103542648613
239883300.0,-34.2126,7.214971035184893
245470900.0,-34.5361,6.400288075866325
251188600.0,-34.8602,5.572015703562847
257039600.0,-35.1848,4.730153345316659
263026800.0,-35.5102,3.874717616903823
269153500.0,-35.8361,3.005752636074562
275422900.0,-36.1628,2.123330595511064
281838300.0,-36.4902,1.2275477521229106
288403200.0,-36.8183,0.31852580214578685
295120900.0,-37.1472,-0.603588118858517
301995200.0,-37.4768,-1.5386208630443126
309029500.0,-37.8073,-2.486384729437915
316227800.0,-38.1385,-3.446656264499224
323593700.0,-38.4706,-4.419194825954283
331131100.0,-38.8034,-5.403742582795285
338844200.0,-39.137,-6.399995867390808
346736900.0,-39.4715,-7.4077140374669
354813400.0,-39.8067,-8.426490292989017
363078100.0,-40.1426,-9.456038155059593
371535200.0,-40.4793,-10.49601384900155
380189400.0,-40.8167,-11.545959008578784
389045100.0,-41.1548,-12.605529859114217
398107200.0,-41.4935,-13.674325330151255
407380300.0,-41.8329,-14.751887055453793
416869400.0,-42.1727,-15.837813964565242
426579500.0,-42.5131,-16.931590395469986
436515800.0,-42.854,-18.03281527771143
446683600.0,-43.1952,-19.141030245053464
457088200.0,-43.5367,-20.25566233970097
467735100.0,-43.8784,-21.37625319541783
478630100.0,-44.2203,-22.50228715018844
489778800.0,-44.5623,-23.633248541997173
501187200.0,-44.9042,-24.76867900460792
512861400.0,-45.2461,-25.90794828444605
524807500.0,-45.5877,-27.050655311054967
537031800.0,-45.929,-28.196227126639535
549540900.0,-46.2698,-29.344090773404623
562341300.0,-46.6101,-30.493787885114138
575439900.0,-46.9497,-31.64480279975244
588843700.0,-47.2885,-32.79667715108345
602559600.0,-47.6263,-33.948837981312025
616595000.0,-47.9631,-35.100884219981566
630957300.0,-48.2986,-36.252357500855986
645654200.0,-48.6328,-37.40279945769917
660693400.0,-48.9654,-38.55186631583403
676083000.0,-49.2963,-39.69909970902448
691831000.0,-49.6254,-40.844155862593425
707945800.0,-49.9524,-41.98680559342283
724436000.0,-50.2773,-43.1267051268356
741310200.0,-50.5999,-44.26362527971369
758577600.0,-50.92,-45.39745146049809
776247100.0,-51.2374,-46.5278971902912
794328200.0,-51.552,-47.654962469093036
812830500.0,-51.8636,-48.778590001124094
831763800.0,-52.1721,-49.898722490604854
851138000.0,-52.4772,-51.015417233314835
870963600.0,-52.779,-52.12878882081305
891250900.0,-53.0771,-53.23900914043804
912010800.0,-53.3715,-54.34619278374884
933254300.0,-53.662,-55.45062622964302
954992600.0,-53.9485,-56.552595957018134
977237200.0,-54.231,-57.65215926165369
1000000000.0,-54.5092,-58.75051935491948
